"ACCIDENTS IN THE HOME",8,"DOMESTIC SAFETY"
"ACCIDENTS IN THE HOME",8,"INJURIES"
"ACCOUNTABILITY",5,"POLITICAL ACCOUNTABILITY"
"ACCOUNTABILITY",6,"ETHICS"
"ACCOUNTABILITY",7,"ETHICS"
"ACCOUNTANTS",6,"WORKERS BY PROFESSION"
"ACCOUNTANTS",7,"WORKERS BY PROFESSION"
"ACCOUNTANTS",8,"ACCOUNTING"
"ACCOUNTANTS",8,"OCCUPATIONS"
"ACCOUNTING",6,"FINANCIAL MANAGEMENT"
"ACCOUNTING",7,"ECONOMICS"
"ACCOUNTING",7,"MANAGEMENT"
"ACCOUNTING",8,"ACCOUNTANTS"
"ACCOUNTING",8,"BUDGETS"
"ACCOUNTING",8,"NATIONAL ACCOUNTING"
"ACHIEVEMENT",5,"ACADEMIC ACHIEVEMENT"
"ACHIEVEMENT",5,"SOCIAL SUCCESS"
"ACHIEVEMENT",8,"MOTIVATION"
"ACHIEVEMENT",8,"PERFORMANCE"
"ACHIEVEMENT",8,"PERSONAL EFFICACY"
"ACHIEVEMENT",8,"PRESTIGE"
"ACID RAIN",6,"AIR POLLUTION"
"ACID RAIN",7,"ENVIRONMENTAL CHANGES"
"ACID RAIN",8,"RAIN"
"ACOUSTICS",6,"PHYSICAL PROPERTIES"
"ACOUSTICS",7,"PHYSICAL PROPERTIES"
"ACOUSTICS",8,"AGRICULTURAL NOISE"
"ACOUSTICS",8,"ENVIRONMENTAL ENGINEERING"
"ACOUSTICS",8,"INDUSTRIAL NOISE"
"ACOUSTICS",8,"LISTENING TO MUSIC"
"ACOUSTICS",8,"NOISE MEASUREMENTS"
"ACOUSTICS",8,"NOISE POLLUTION"
"ACOUSTICS",8,"SOUND INSULATION"
"ACOUSTICS",8,"TRAFFIC NOISE"
"ACUPUNCTURE",6,"COMPLEMENTARY THERAPIES"
"ACUPUNCTURE",7,"MEDICAL SCIENCES"
"ADDICTION",5,"ALCOHOLISM"
"ADDICTION",5,"DRUG ADDICTION"
"ADDICTION",6,"SOCIAL PROBLEMS"
"ADDICTION",7,"SOCIAL PROBLEMS"
"ADDICTION",8,"ABUSE"
"ADDICTION",8,"GAMBLING"
"ADDICTION",8,"ILL HEALTH"
"ADDICTION",8,"SMOKING"
"ADDICTION",8,"SOLVENT ABUSE"
"ADMINISTRATION",5,"BUSINESS ADMINISTRATION"
"ADMINISTRATION",5,"CHURCH ADMINISTRATION"
"ADMINISTRATION",5,"EDUCATIONAL ADMINISTRATION"
"ADMINISTRATION",5,"GOVERNING BOARDS (ORGANIZATIONS)"
"ADMINISTRATION",5,"HOSPITAL ADMINISTRATION"
"ADMINISTRATION",5,"PUBLIC ADMINISTRATION"
"ADMINISTRATION",8,"ADMINISTRATIVE HISTORY"
"ADMINISTRATION",8,"ADMINISTRATIVE REFORM"
"ADMINISTRATION",8,"ADMINISTRATIVE STRUCTURES"
"ADMINISTRATION",8,"MANAGEMENT"
"ADMINISTRATION",8,"MANAGEMENT OPERATIONS"
"ADMINISTRATION",8,"PUBLIC ENQUIRIES"
"ADMINISTRATION OF DRUGS",6,"MEDICAL TREATMENT METHODS"
"ADMINISTRATION OF DRUGS",7,"MEDICAL SCIENCES"
"ADMINISTRATION OF DRUGS",8,"MEDICINAL DRUGS"
"ADMINISTRATION OF JUSTICE",5,"COURT SUPPORT SERVICES"
"ADMINISTRATION OF JUSTICE",5,"COURTS"
"ADMINISTRATION OF JUSTICE",5,"CRIMINAL JUSTICE SYSTEM"
"ADMINISTRATION OF JUSTICE",5,"OMBUDSMEN"
"ADMINISTRATION OF JUSTICE",8,"COURT OFFICIALS AND PERSONNEL"
"ADMINISTRATION OF JUSTICE",8,"CRIME"
"ADMINISTRATION OF JUSTICE",8,"JURIES"
"ADMINISTRATION OF JUSTICE",8,"JUSTICE"
"ADMINISTRATION OF JUSTICE",8,"LAW ENFORCEMENT"
"ADMINISTRATION OF JUSTICE",8,"LEGAL PROCEDURE"
"ADMINISTRATION OF JUSTICE",8,"LEGAL PROFESSION"
"ADMINISTRATION OF JUSTICE",8,"RIGHT TO JUSTICE"
"ADMINISTRATIVE AREAS",5,"CONSTITUENCIES"
"ADMINISTRATIVE AREAS",8,"GOVERNMENT"
"ADMINISTRATIVE AREAS",8,"LOCAL GOVERNMENT"
"ADMINISTRATIVE HISTORY",6,"HISTORY"
"ADMINISTRATIVE HISTORY",7,"HISTORY AND ASSOCIATED STUDIES"
"ADMINISTRATIVE HISTORY",8,"ADMINISTRATION"
"ADMINISTRATIVE HISTORY",8,"ADMINISTRATIVE REFORM"
"ADMINISTRATIVE LAW",6,"PUBLIC LAW"
"ADMINISTRATIVE LAW",7,"LAW"
"ADMINISTRATIVE LAW",8,"ADMINISTRATIVE TRIBUNALS"
"ADMINISTRATIVE LAW",8,"OMBUDSMEN"
"ADMINISTRATIVE LAW",8,"PUBLIC ENQUIRIES"
"ADMINISTRATIVE REFORM",6,"REFORM"
"ADMINISTRATIVE REFORM",7,"REFORM"
"ADMINISTRATIVE REFORM",8,"ADMINISTRATION"
"ADMINISTRATIVE REFORM",8,"ADMINISTRATIVE HISTORY"
"ADMINISTRATIVE REFORM",8,"OMBUDSMEN"
"ADMINISTRATIVE STRUCTURES",5,"BUREAUCRACY"
"ADMINISTRATIVE STRUCTURES",5,"COMMITTEES"
"ADMINISTRATIVE STRUCTURES",5,"GOVERNING BOARDS (EDUCATION)"
"ADMINISTRATIVE STRUCTURES",5,"GOVERNING BOARDS (ORGANIZATIONS)"
"ADMINISTRATIVE STRUCTURES",8,"ADMINISTRATION"
"ADMINISTRATIVE STRUCTURES",8,"ADMINISTRATORS"
"ADMINISTRATIVE STRUCTURES",8,"CIVIL SERVANTS"
"ADMINISTRATIVE STRUCTURES",8,"ELECTED OFFICIALS"
"ADMINISTRATIVE STRUCTURES",8,"GOVERNMENT"
"ADMINISTRATIVE STRUCTURES",8,"LOCAL GOVERNMENT"
"ADMINISTRATIVE STRUCTURES",8,"ORGANIZATIONS"
"ADMINISTRATIVE TRIBUNALS",6,"SPECIAL COURTS AND TRIBUNALS"
"ADMINISTRATIVE TRIBUNALS",7,"ADMINISTRATION OF JUSTICE"
"ADMINISTRATIVE TRIBUNALS",8,"ADMINISTRATIVE LAW"
"ADMINISTRATIVE TRIBUNALS",8,"PUBLIC ENQUIRIES"
"ADMINISTRATORS",5,"CIVIL SERVANTS"
"ADMINISTRATORS",5,"EDUCATIONAL ADMINISTRATORS"
"ADMINISTRATORS",5,"LOCAL GOVERNMENT OFFICERS"
"ADMINISTRATORS",6,"PERSONNEL"
"ADMINISTRATORS",7,"LABOUR AND EMPLOYMENT"
"ADMINISTRATORS",8,"ADMINISTRATIVE STRUCTURES"
"ADMINISTRATORS",8,"MANAGERS"
"ADMINISTRATORS",8,"OCCUPATIONS"
"ADMINISTRATORS",8,"SPECIALISTS"
"ADOLESCENCE",5,"ADOLESCENTS"
"ADOLESCENCE",6,"AGE GROUPS"
"ADOLESCENCE",7,"AGE GROUPS"
"ADOLESCENT PSYCHOLOGY",6,"DEVELOPMENTAL PSYCHOLOGY"
"ADOLESCENT PSYCHOLOGY",7,"PSYCHOLOGY"
"ADOLESCENT PSYCHOLOGY",8,"ADOLESCENTS"
"ADOLESCENTS",6,"ADOLESCENCE"
"ADOLESCENTS",7,"AGE GROUPS"
"ADOLESCENTS",8,"ADOLESCENT PSYCHOLOGY"
"ADOLESCENTS",8,"PUBERTY"
"ADOPTED CHILDREN",6,"ADOPTION"
"ADOPTED CHILDREN",6,"FAMILY MEMBERS"
"ADOPTED CHILDREN",7,"FAMILY MEMBERS"
"ADOPTED CHILDREN",7,"SOCIAL WELFARE"
"ADOPTED CHILDREN",8,"ADOPTIVE PARENTS"
"ADOPTED CHILDREN",8,"CHILDREN"
"ADOPTED CHILDREN",8,"FOSTER CHILDREN"
"ADOPTED CHILDREN",8,"PARENTS"
"ADOPTION",5,"ADOPTED CHILDREN"
"ADOPTION",6,"CHILD WELFARE"
"ADOPTION",7,"SOCIAL WELFARE"
"ADOPTION",8,"ADOPTIVE PARENTS"
"ADOPTION",8,"CHILD CARE"
"ADOPTION",8,"FAMILIES"
"ADOPTION",8,"FAMILY LAW"
"ADOPTION",8,"FOSTER CARE"
"ADOPTION",8,"SOCIAL WORK"
"ADOPTIVE PARENTS",6,"PARENTS"
"ADOPTIVE PARENTS",7,"FAMILY MEMBERS"
"ADOPTIVE PARENTS",8,"ADOPTED CHILDREN"
"ADOPTIVE PARENTS",8,"ADOPTION"
"ADULT EDUCATION",6,"EDUCATIONAL SYSTEMS"
"ADULT EDUCATION",7,"EDUCATION"
"ADULT EDUCATION",8,"FURTHER EDUCATION"
"ADULT EDUCATION",8,"LIFELONG EDUCATION"
"ADULT EDUCATION INSTITUTIONS",6,"EDUCATIONAL INSTITUTIONS"
"ADULT EDUCATION INSTITUTIONS",7,"EDUCATION"
"ADULT EDUCATION INSTITUTIONS",8,"COMMUNITY CENTRES"
"ADULT EDUCATION INSTITUTIONS",8,"FURTHER EDUCATION"
"ADULT EDUCATION INSTITUTIONS",8,"INSTITUTIONS"
"ADULT EDUCATION INSTITUTIONS",8,"VOCATIONAL EDUCATION INSTITUTIONS"
"ADULT EDUCATION TEACHERS",6,"HIGHER AND FURTHER EDUCATION TEACHING PERSONNEL"
"ADULT EDUCATION TEACHERS",7,"TEACHING PROFESSION"
"ADULT EDUCATION TEACHERS",7,"WORKERS BY PROFESSION"
"ADULTS",6,"AGE GROUPS"
"ADULTS",7,"AGE GROUPS"
"ADULTS",8,"PARENTS"
"ADVERTISING",5,"DIRECT MAILING"
"ADVERTISING",5,"INTERNET ADVERTISING"
"ADVERTISING",5,"PRESS ADVERTISING"
"ADVERTISING",5,"RADIO ADVERTISING"
"ADVERTISING",5,"TELEVISION ADVERTISING"
"ADVERTISING",6,"MASS COMMUNICATION"
"ADVERTISING",7,"COMMUNICATION"
"ADVERTISING",8,"MARKETING"
"ADVERTISING",8,"POLITICAL PERSUASION"
"ADVERTISING",8,"PRESS RELEASES"
"ADVERTISING",8,"PUBLIC RELATIONS"
"ADVICE",5,"CAREERS GUIDANCE"
"ADVICE",5,"EDUCATIONAL GUIDANCE"
"ADVICE",5,"FINANCIAL ADVICE"
"ADVICE",5,"HEALTH ADVICE"
"ADVICE",5,"LEGAL ADVICE"
"ADVICE",8,"COUNSELLING"
"ADVICE",8,"TELEPHONE HELP LINES"
"ADVOCACY (LEGAL)",6,"LEGAL PROCEDURE"
"ADVOCACY (LEGAL)",7,"LEGAL PROCEDURE"
"ADVOCACY (LEGAL)",8,"LAWYERS"
"ADVOCACY (LEGAL)",8,"LEGAL PROFESSION"
"AERIAL SPORTS",6,"SPORT"
"AERIAL SPORTS",7,"SPORT"
"AERIAL SPORTS",8,"AIR TRANSPORT"
"AEROBIC EXERCISE",6,"EXERCISE"
"AEROBIC EXERCISE",7,"PHYSICAL ACTIVITIES"
"AGE",5,"EDUCATIONAL ADMISSION AGE"
"AGE",5,"LEGAL AGE"
"AGE",5,"RETIREMENT AGE"
"AGE",5,"SCHOOL-LEAVING AGE"
"AGE",5,"SPOUSE'S AGE"
"AGE",8,"AGE GROUPS"
"AGE",8,"AGEING"
"AGE",8,"OLD AGE"
"AGE",8,"TIME"
"AGE DIFFERENCES",6,"GENERATIONS (AGE)"
"AGE DIFFERENCES",7,"AGE GROUPS"
"AGE DIFFERENCES",8,"GENERATION GAP"
"AGE DISCRIMINATION",6,"DISCRIMINATION"
"AGE DISCRIMINATION",7,"DISCRIMINATION"
"AGE DISTRIBUTION",6,"POPULATION DISTRIBUTION"
"AGE DISTRIBUTION",7,"DEMOGRAPHY"
"AGE DISTRIBUTION",8,"AGE GROUPS"
"AGE GROUPS",5,"ADOLESCENCE"
"AGE GROUPS",5,"ADULTS"
"AGE GROUPS",5,"CHILDHOOD"
"AGE GROUPS",5,"GENERATIONS (AGE)"
"AGE GROUPS",5,"OLD AGE"
"AGE GROUPS",5,"YOUTH"
"AGE GROUPS",8,"AGE"
"AGE GROUPS",8,"AGE DISTRIBUTION"
"AGEING",6,"LIFE CYCLE"
"AGEING",7,"LIFE CYCLE"
"AGEING",8,"AGE"
"AGEING",8,"DEATH"
"AGEING",8,"DEMENTIA"
"AGEING",8,"MENOPAUSE"
"AGEING",8,"OLD AGE"
"AGEING POPULATION",6,"POPULATION DYNAMICS"
"AGEING POPULATION",7,"DEMOGRAPHY"
"AGGREGATE LEVEL DATA",6,"DATA"
"AGGREGATE LEVEL DATA",7,"DATA"
"AGGRESSIVENESS",6,"INTERPERSONAL CONFLICT"
"AGGRESSIVENESS",6,"PERSONALITY TRAITS"
"AGGRESSIVENESS",7,"CONFLICT"
"AGGRESSIVENESS",7,"HUMAN BEHAVIOUR"
"AGGRESSIVENESS",7,"PERSONALITY"
"AGGRESSOR NATIONS",6,"WAR"
"AGGRESSOR NATIONS",7,"WAR"
"AGRICULTURAL BUILDINGS",6,"BUILDINGS"
"AGRICULTURAL BUILDINGS",7,"BUILDINGS"
"AGRICULTURAL DEVELOPMENT",5,"AGRICULTURAL INNOVATIONS"
"AGRICULTURAL DEVELOPMENT",5,"LAND AMELIORATION"
"AGRICULTURAL DEVELOPMENT",6,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL DEVELOPMENT",6,"ECONOMIC AND SOCIAL DEVELOPMENT"
"AGRICULTURAL DEVELOPMENT",7,"DEVELOPMENT"
"AGRICULTURAL DEVELOPMENT",7,"ECONOMICS"
"AGRICULTURAL ECONOMICS",5,"AGRICULTURAL DEVELOPMENT"
"AGRICULTURAL ECONOMICS",5,"AGRICULTURAL POLICY"
"AGRICULTURAL ECONOMICS",5,"AGRICULTURAL PRODUCTION"
"AGRICULTURAL ECONOMICS",5,"AGRICULTURAL SUBSIDIES"
"AGRICULTURAL ECONOMICS",5,"SUBSISTENCE AGRICULTURE"
"AGRICULTURAL ECONOMICS",6,"ECONOMICS"
"AGRICULTURAL ECONOMICS",7,"ECONOMICS"
"AGRICULTURAL ECONOMICS",8,"AGRICULTURAL ENTERPRISES"
"AGRICULTURAL ECONOMICS",8,"AGRICULTURAL MARKETING"
"AGRICULTURAL ECONOMICS",8,"AGRICULTURAL WORKERS"
"AGRICULTURAL ECONOMICS",8,"LAND ECONOMICS"
"AGRICULTURAL ECONOMICS",8,"RURAL ECONOMICS"
"AGRICULTURAL ECONOMICS",8,"RURAL ENVIRONMENT"
"AGRICULTURAL ENTERPRISES",6,"BUSINESSES"
"AGRICULTURAL ENTERPRISES",7,"BUSINESSES"
"AGRICULTURAL ENTERPRISES",8,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL ENTERPRISES",8,"AGRICULTURAL MARKETING"
"AGRICULTURAL EQUIPMENT",6,"EQUIPMENT"
"AGRICULTURAL EQUIPMENT",7,"EQUIPMENT"
"AGRICULTURAL EQUIPMENT",8,"FARM VEHICLES"
"AGRICULTURAL INNOVATIONS",6,"AGRICULTURAL DEVELOPMENT"
"AGRICULTURAL INNOVATIONS",7,"DEVELOPMENT"
"AGRICULTURAL INNOVATIONS",7,"ECONOMICS"
"AGRICULTURAL INNOVATIONS",8,"AGRICULTURAL RESEARCH"
"AGRICULTURAL MARKETING",6,"MARKETING"
"AGRICULTURAL MARKETING",7,"ECONOMICS"
"AGRICULTURAL MARKETING",8,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL MARKETING",8,"AGRICULTURAL ENTERPRISES"
"AGRICULTURAL NOISE",6,"NOISE POLLUTION"
"AGRICULTURAL NOISE",7,"ENVIRONMENTAL CHANGES"
"AGRICULTURAL NOISE",8,"ACOUSTICS"
"AGRICULTURAL POLICY",6,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL POLICY",6,"ECONOMIC POLICY"
"AGRICULTURAL POLICY",7,"ECONOMICS"
"AGRICULTURAL POLICY",7,"POLICY"
"AGRICULTURAL PRODUCTION",5,"AGRICULTURAL YIELDS"
"AGRICULTURAL PRODUCTION",5,"FOOD PRODUCTION"
"AGRICULTURAL PRODUCTION",6,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL PRODUCTION",6,"PRODUCTION"
"AGRICULTURAL PRODUCTION",7,"ECONOMICS"
"AGRICULTURAL PRODUCTION",8,"AGRICULTURAL PRODUCTS"
"AGRICULTURAL PRODUCTION",8,"GENETICALLY MODIFIED CROPS"
"AGRICULTURAL PRODUCTS",5,"ANIMAL PRODUCTS"
"AGRICULTURAL PRODUCTS",5,"CEREAL PRODUCTS"
"AGRICULTURAL PRODUCTS",5,"CROPS"
"AGRICULTURAL PRODUCTS",6,"PRODUCTS"
"AGRICULTURAL PRODUCTS",7,"PRODUCTS"
"AGRICULTURAL PRODUCTS",8,"AGRICULTURAL PRODUCTION"
"AGRICULTURAL PRODUCTS",8,"FOOD PRODUCTION"
"AGRICULTURAL RESEARCH",6,"RESEARCH"
"AGRICULTURAL RESEARCH",7,"RESEARCH"
"AGRICULTURAL RESEARCH",8,"AGRICULTURAL INNOVATIONS"
"AGRICULTURAL SUBSIDIES",6,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL SUBSIDIES",6,"SUBSIDIES"
"AGRICULTURAL SUBSIDIES",7,"ECONOMICS"
"AGRICULTURAL SUBSIDIES",8,"GRANTS"
"AGRICULTURAL WORKERS",6,"WORKERS"
"AGRICULTURAL WORKERS",6,"WORKERS BY PROFESSION"
"AGRICULTURAL WORKERS",7,"LABOUR AND EMPLOYMENT"
"AGRICULTURAL WORKERS",7,"WORKERS BY PROFESSION"
"AGRICULTURAL WORKERS",8,"AGRICULTURAL ECONOMICS"
"AGRICULTURAL WORKERS",8,"FARMERS"
"AGRICULTURAL WORKERS",8,"MANUAL WORKERS"
"AGRICULTURAL WORKERS",8,"OCCUPATIONS"
"AGRICULTURAL YIELDS",6,"AGRICULTURAL PRODUCTION"
"AGRICULTURAL YIELDS",7,"ECONOMICS"
"AGRICULTURAL YIELDS",8,"CROPS"
"AGRICULTURE AND VETERINARY EDUCATION",5,"AGRICULTURE, FORESTRY AND FISHERY EDUCATION"
"AGRICULTURE AND VETERINARY EDUCATION",5,"VETERINARY EDUCATION"
"AGRICULTURE AND VETERINARY EDUCATION",6,"FIELDS OF STUDY"
"AGRICULTURE AND VETERINARY EDUCATION",7,"EDUCATION"
"AGRICULTURE EDUCATION",6,"AGRICULTURE, FORESTRY AND FISHERY EDUCATION"
"AGRICULTURE EDUCATION",7,"EDUCATION"
"AGRICULTURE, FORESTRY AND FISHERY EDUCATION",5,"AGRICULTURE EDUCATION"
"AGRICULTURE, FORESTRY AND FISHERY EDUCATION",6,"AGRICULTURE AND VETERINARY EDUCATION"
"AGRICULTURE, FORESTRY AND FISHERY EDUCATION",7,"EDUCATION"
"AIDS (DISEASE)",6,"HIV INFECTIONS"
"AIDS (DISEASE)",7,"DISEASES"
"AIDS FOR THE DISABLED",6,"MEDICAL EQUIPMENT AND SUPPLIES"
"AIDS FOR THE DISABLED",7,"EQUIPMENT"
"AIDS FOR THE DISABLED",8,"DISABLED FACILITIES"
"AIDS FOR THE DISABLED",8,"DISABLED PERSONS"
"AIDS FOR THE DISABLED",8,"PHYSICAL MOBILITY"
"AIR ACCIDENTS",6,"TRANSPORT ACCIDENTS"
"AIR ACCIDENTS",7,"HAZARDS, ACCIDENTS AND DISASTERS"
"AIR ACCIDENTS",8,"AIR SAFETY"
"AIR ACCIDENTS",8,"AIR TRAFFIC"
"AIR ACCIDENTS",8,"AIR TRANSPORT"
"AIR ACCIDENTS",8,"AIR TRAVEL"
"AIR CONDITIONING",6,"BUILDING SERVICES"
"AIR CONDITIONING",7,"BUILDING SERVICES"
"AIR CONDITIONING",7,"TECHNOLOGY"
"AIR CONDITIONING",8,"ENVIRONMENTAL ENGINEERING"
"AIR CONDITIONING",8,"WINDOWS"
"AIR FORCES",6,"ARMED FORCES"
"AIR FORCES",7,"ARMED FORCES"
"AIR POLLUTION",5,"ACID RAIN"
"AIR POLLUTION",5,"PASSIVE SMOKING"
"AIR POLLUTION",6,"POLLUTION"
"AIR POLLUTION",7,"ENVIRONMENTAL CHANGES"
"AIR POLLUTION",8,"CHEMICALS"
"AIR POLLUTION",8,"FUMES"
"AIR POLLUTION",8,"INDUSTRIAL POLLUTION"
